date,region,marketing_channel,campaign,campaign_type,customer_eligibility,discount_rate,marketing_spend,stockout_rate,delivery_delay_rate,payment_failure_rate,source_system,refresh_cadence
2017-07-02,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,85.9,0.0167,0.1241,0.0221,Simulated_Business_Context,Daily
2017-07-02,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,36.46,0.0373,0.0626,0.0244,Simulated_Business_Context,Daily
2017-07-02,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,163.41,0.0266,0.0922,0.0178,Simulated_Business_Context,Daily
2017-07-02,Minas Gerais,Social,No Promotion,None,All Customers,0.0,107.82,0.0185,0.0674,0.0355,Simulated_Business_Context,Daily
2017-07-02,Minas Gerais,Email,No Promotion,None,All Customers,0.0,88.72,0.0262,0.0848,0.022,Simulated_Business_Context,Daily
2017-07-02,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,99.99,0.033,0.0884,0.0326,Simulated_Business_Context,Daily
2017-07-02,Parana,Organic,No Promotion,None,All Customers,0.0,39.52,0.0378,0.076,0.0412,Simulated_Business_Context,Daily
2017-07-02,Parana,Paid Search,No Promotion,None,All Customers,0.0,197.75,0.0297,0.0639,0.0112,Simulated_Business_Context,Daily
2017-07-02,Parana,Social,No Promotion,None,All Customers,0.0,152.26,0.0068,0.0799,0.0234,Simulated_Business_Context,Daily
2017-07-02,Parana,Email,No Promotion,None,All Customers,0.0,68.34,0.013,0.0575,0.0239,Simulated_Business_Context,Daily
2017-07-02,Parana,Affiliate,No Promotion,None,All Customers,0.0,93.86,0.0284,0.078,0.0149,Simulated_Business_Context,Daily
2017-07-02,Bahia,Organic,No Promotion,None,All Customers,0.0,44.88,0.0071,0.0794,0.0202,Simulated_Business_Context,Daily
2017-07-02,Bahia,Paid Search,No Promotion,None,All Customers,0.0,173.17,0.0561,0.0717,0.0361,Simulated_Business_Context,Daily
2017-07-02,Bahia,Social,No Promotion,None,All Customers,0.0,120.06,0.0234,0.1236,0.0292,Simulated_Business_Context,Daily
2017-07-02,Bahia,Email,No Promotion,None,All Customers,0.0,58.86,0.0432,0.0869,0.0244,Simulated_Business_Context,Daily
2017-07-02,Bahia,Affiliate,No Promotion,None,All Customers,0.0,99.75,0.0318,0.0956,0.024,Simulated_Business_Context,Daily
2017-07-03,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,39.25,0.0396,0.058,0.0144,Simulated_Business_Context,Daily
2017-07-03,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,166.71,0.0287,0.0884,0.0193,Simulated_Business_Context,Daily
2017-07-03,Sao Paulo,Social,No Promotion,None,All Customers,0.0,120.25,0.0476,0.0837,0.0194,Simulated_Business_Context,Daily
2017-07-03,Sao Paulo,Email,No Promotion,None,All Customers,0.0,63.68,0.0515,0.0873,0.0297,Simulated_Business_Context,Daily
2017-07-03,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,77.24,0.0473,0.138,0.0187,Simulated_Business_Context,Daily
2017-07-03,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,34.94,0.0371,0.1019,0.0243,Simulated_Business_Context,Daily
2017-07-03,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,193.12,0.0337,0.095,0.0217,Simulated_Business_Context,Daily
2017-07-03,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,131.94,0.049,0.086,0.0248,Simulated_Business_Context,Daily
2017-07-03,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,65.87,0.0247,0.0561,0.0229,Simulated_Business_Context,Daily
2017-07-03,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,86.18,0.0254,0.1258,0.0424,Simulated_Business_Context,Daily
2017-07-03,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,46.27,0.0361,0.0753,0.0339,Simulated_Business_Context,Daily
2017-07-03,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,217.98,0.0137,0.0919,0.0145,Simulated_Business_Context,Daily
2017-07-03,Minas Gerais,Social,No Promotion,None,All Customers,0.0,115.84,0.0403,0.0594,0.0231,Simulated_Business_Context,Daily
2017-07-03,Minas Gerais,Email,No Promotion,None,All Customers,0.0,85.45,0.0413,0.106,0.0158,Simulated_Business_Context,Daily
2017-07-03,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,108.48,0.0543,0.0581,0.0256,Simulated_Business_Context,Daily
2017-07-03,Parana,Organic,No Promotion,None,All Customers,0.0,54.39,0.0498,0.0716,0.0315,Simulated_Business_Context,Daily
2017-07-03,Parana,Paid Search,No Promotion,None,All Customers,0.0,185.33,0.0363,0.0642,0.0264,Simulated_Business_Context,Daily
2017-07-03,Parana,Social,No Promotion,None,All Customers,0.0,110.42,0.0287,0.091,0.015,Simulated_Business_Context,Daily
2017-07-03,Parana,Email,No Promotion,None,All Customers,0.0,53.1,0.0441,0.0361,0.0322,Simulated_Business_Context,Daily
2017-07-03,Parana,Affiliate,No Promotion,None,All Customers,0.0,104.31,0.0142,0.0675,0.0273,Simulated_Business_Context,Daily
2017-07-03,Bahia,Organic,No Promotion,None,All Customers,0.0,35.82,0.0357,0.0738,0.0296,Simulated_Business_Context,Daily
2017-07-03,Bahia,Paid Search,No Promotion,None,All Customers,0.0,177.2,0.0367,0.05,0.0257,Simulated_Business_Context,Daily
2017-07-03,Bahia,Social,No Promotion,None,All Customers,0.0,136.93,0.0253,0.0841,0.0263,Simulated_Business_Context,Daily
2017-07-03,Bahia,Email,No Promotion,None,All Customers,0.0,77.31,0.0157,0.0781,0.0189,Simulated_Business_Context,Daily
2017-07-03,Bahia,Affiliate,No Promotion,None,All Customers,0.0,99.56,0.044,0.0927,0.0194,Simulated_Business_Context,Daily
2017-07-04,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,39.84,0.0166,0.0366,0.0148,Simulated_Business_Context,Daily
2017-07-04,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,182.83,0.0431,0.02,0.0356,Simulated_Business_Context,Daily
2017-07-04,Sao Paulo,Social,No Promotion,None,All Customers,0.0,128.63,0.0162,0.0825,0.0337,Simulated_Business_Context,Daily
2017-07-04,Sao Paulo,Email,No Promotion,None,All Customers,0.0,62.23,0.0482,0.0458,0.0217,Simulated_Business_Context,Daily
2017-07-04,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,84.95,0.0556,0.096,0.0478,Simulated_Business_Context,Daily
2017-07-04,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,38.24,0.0263,0.0764,0.036,Simulated_Business_Context,Daily
2017-07-04,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,165.91,0.0365,0.0824,0.0253,Simulated_Business_Context,Daily
2017-07-04,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,133.59,0.0334,0.0755,0.0249,Simulated_Business_Context,Daily
2017-07-04,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,63.07,0.0561,0.059,0.0219,Simulated_Business_Context,Daily
2017-07-04,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,101.92,0.0372,0.0665,0.0269,Simulated_Business_Context,Daily
2017-07-04,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,42.21,0.005,0.0923,0.0213,Simulated_Business_Context,Daily
2017-07-04,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,192.28,0.0242,0.1099,0.0323,Simulated_Business_Context,Daily
2017-07-04,Minas Gerais,Social,No Promotion,None,All Customers,0.0,130.84,0.0445,0.0614,0.02,Simulated_Business_Context,Daily
2017-07-04,Minas Gerais,Email,No Promotion,None,All Customers,0.0,74.22,0.0258,0.1161,0.0224,Simulated_Business_Context,Daily
2017-07-04,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,101.39,0.0602,0.0623,0.0256,Simulated_Business_Context,Daily
2017-07-04,Parana,Organic,No Promotion,None,All Customers,0.0,38.88,0.0464,0.0718,0.0209,Simulated_Business_Context,Daily
2017-07-04,Parana,Paid Search,No Promotion,None,All Customers,0.0,170.78,0.0524,0.073,0.0256,Simulated_Business_Context,Daily
2017-07-04,Parana,Social,No Promotion,None,All Customers,0.0,106.05,0.0435,0.0839,0.017,Simulated_Business_Context,Daily
2017-07-04,Parana,Email,No Promotion,None,All Customers,0.0,81.12,0.011,0.0592,0.0314,Simulated_Business_Context,Daily
2017-07-04,Parana,Affiliate,No Promotion,None,All Customers,0.0,98.37,0.0432,0.0939,0.024,Simulated_Business_Context,Daily
2017-07-04,Bahia,Organic,No Promotion,None,All Customers,0.0,46.45,0.0384,0.1251,0.0242,Simulated_Business_Context,Daily
2017-07-04,Bahia,Paid Search,No Promotion,None,All Customers,0.0,200.07,0.0455,0.0984,0.0089,Simulated_Business_Context,Daily
2017-07-04,Bahia,Social,No Promotion,None,All Customers,0.0,119.92,0.0335,0.0689,0.0131,Simulated_Business_Context,Daily
2017-07-04,Bahia,Email,No Promotion,None,All Customers,0.0,74.09,0.0354,0.0474,0.0132,Simulated_Business_Context,Daily
2017-07-04,Bahia,Affiliate,No Promotion,None,All Customers,0.0,89.07,0.0455,0.0848,0.0342,Simulated_Business_Context,Daily
2017-07-05,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,48.9,0.0343,0.0571,0.0125,Simulated_Business_Context,Daily
2017-07-05,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,177.84,0.0486,0.0452,0.0262,Simulated_Business_Context,Daily
2017-07-05,Sao Paulo,Social,No Promotion,None,All Customers,0.0,131.78,0.0317,0.0698,0.0281,Simulated_Business_Context,Daily
2017-07-05,Sao Paulo,Email,No Promotion,None,All Customers,0.0,77.87,0.0398,0.077,0.0237,Simulated_Business_Context,Daily
2017-07-05,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,93.73,0.0406,0.0818,0.0247,Simulated_Business_Context,Daily
2017-07-05,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,38.03,0.0294,0.1005,0.0164,Simulated_Business_Context,Daily
2017-07-05,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,181.36,0.0423,0.0517,0.0124,Simulated_Business_Context,Daily
2017-07-05,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,117.05,0.0146,0.0475,0.0311,Simulated_Business_Context,Daily
2017-07-05,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,73.36,0.0504,0.0499,0.0242,Simulated_Business_Context,Daily
2017-07-05,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,72.62,0.021,0.1058,0.0291,Simulated_Business_Context,Daily
2017-07-05,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,32.9,0.0345,0.0896,0.0203,Simulated_Business_Context,Daily
2017-07-05,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,213.9,0.0383,0.1353,0.0219,Simulated_Business_Context,Daily
2017-07-05,Minas Gerais,Social,No Promotion,None,All Customers,0.0,119.88,0.026,0.0854,0.0312,Simulated_Business_Context,Daily
2017-07-05,Minas Gerais,Email,No Promotion,None,All Customers,0.0,72.52,0.0314,0.0982,0.0401,Simulated_Business_Context,Daily
2017-07-05,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,91.46,0.0288,0.0753,0.0452,Simulated_Business_Context,Daily
2017-07-05,Parana,Organic,No Promotion,None,All Customers,0.0,41.75,0.0279,0.0514,0.0104,Simulated_Business_Context,Daily
2017-07-05,Parana,Paid Search,No Promotion,None,All Customers,0.0,154.72,0.0429,0.0701,0.0249,Simulated_Business_Context,Daily
2017-07-05,Parana,Social,No Promotion,None,All Customers,0.0,144.34,0.0366,0.092,0.0207,Simulated_Business_Context,Daily
2017-07-05,Parana,Email,No Promotion,None,All Customers,0.0,69.35,0.025,0.0871,0.0318,Simulated_Business_Context,Daily
2017-07-05,Parana,Affiliate,No Promotion,None,All Customers,0.0,88.17,0.0327,0.0443,0.0359,Simulated_Business_Context,Daily
2017-07-05,Bahia,Organic,No Promotion,None,All Customers,0.0,39.05,0.0414,0.0968,0.02,Simulated_Business_Context,Daily
2017-07-05,Bahia,Paid Search,No Promotion,None,All Customers,0.0,163.91,0.051,0.0521,0.042,Simulated_Business_Context,Daily
2017-07-05,Bahia,Social,No Promotion,None,All Customers,0.0,92.48,0.0208,0.0833,0.0427,Simulated_Business_Context,Daily
2017-07-05,Bahia,Email,No Promotion,None,All Customers,0.0,73.21,0.0333,0.0919,0.0253,Simulated_Business_Context,Daily
2017-07-05,Bahia,Affiliate,No Promotion,None,All Customers,0.0,77.8,0.0264,0.065,0.0238,Simulated_Business_Context,Daily
2017-07-06,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,41.54,0.0345,0.0703,0.0212,Simulated_Business_Context,Daily
2017-07-06,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,156.54,0.0132,0.0743,0.0435,Simulated_Business_Context,Daily
2017-07-06,Sao Paulo,Social,No Promotion,None,All Customers,0.0,100.98,0.0504,0.0814,0.0202,Simulated_Business_Context,Daily
2017-07-06,Sao Paulo,Email,No Promotion,None,All Customers,0.0,69.32,0.0367,0.1163,0.0219,Simulated_Business_Context,Daily
2017-07-06,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,91.07,0.0471,0.0885,0.0124,Simulated_Business_Context,Daily
2017-07-06,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,41.86,0.0531,0.0791,0.005,Simulated_Business_Context,Daily
2017-07-06,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,201.06,0.0326,0.0343,0.0116,Simulated_Business_Context,Daily
2017-07-06,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,110.72,0.0262,0.0573,0.0247,Simulated_Business_Context,Daily
2017-07-06,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,65.71,0.0362,0.0749,0.0154,Simulated_Business_Context,Daily
2017-07-06,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,110.92,0.0403,0.081,0.0243,Simulated_Business_Context,Daily
2017-07-06,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,41.06,0.0438,0.1013,0.0237,Simulated_Business_Context,Daily
2017-07-06,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,184.8,0.0298,0.0994,0.0241,Simulated_Business_Context,Daily
2017-07-06,Minas Gerais,Social,No Promotion,None,All Customers,0.0,110.4,0.0369,0.0795,0.0485,Simulated_Business_Context,Daily
2017-07-06,Minas Gerais,Email,No Promotion,None,All Customers,0.0,67.55,0.0269,0.0974,0.0202,Simulated_Business_Context,Daily
2017-07-06,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,86.6,0.022,0.0923,0.029,Simulated_Business_Context,Daily
2017-07-06,Parana,Organic,No Promotion,None,All Customers,0.0,39.18,0.0436,0.0335,0.0193,Simulated_Business_Context,Daily
2017-07-06,Parana,Paid Search,No Promotion,None,All Customers,0.0,194.99,0.0209,0.0363,0.0225,Simulated_Business_Context,Daily
2017-07-06,Parana,Social,No Promotion,None,All Customers,0.0,129.17,0.0504,0.0663,0.0309,Simulated_Business_Context,Daily
2017-07-06,Parana,Email,No Promotion,None,All Customers,0.0,70.59,0.0496,0.0712,0.0106,Simulated_Business_Context,Daily
2017-07-06,Parana,Affiliate,No Promotion,None,All Customers,0.0,86.34,0.0228,0.0619,0.0226,Simulated_Business_Context,Daily
2017-07-06,Bahia,Organic,No Promotion,None,All Customers,0.0,41.9,0.0367,0.0976,0.0221,Simulated_Business_Context,Daily
2017-07-06,Bahia,Paid Search,No Promotion,None,All Customers,0.0,178.3,0.0352,0.1034,0.0235,Simulated_Business_Context,Daily
2017-07-06,Bahia,Social,No Promotion,None,All Customers,0.0,107.29,0.0305,0.0759,0.0187,Simulated_Business_Context,Daily
2017-07-06,Bahia,Email,No Promotion,None,All Customers,0.0,78.53,0.0443,0.0529,0.0224,Simulated_Business_Context,Daily
2017-07-06,Bahia,Affiliate,No Promotion,None,All Customers,0.0,78.65,0.0308,0.1007,0.0203,Simulated_Business_Context,Daily
2017-07-07,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,43.59,0.0159,0.1128,0.0159,Simulated_Business_Context,Daily
2017-07-07,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,143.57,0.023,0.1129,0.0427,Simulated_Business_Context,Daily
2017-07-07,Sao Paulo,Social,No Promotion,None,All Customers,0.0,131.19,0.022,0.0993,0.0291,Simulated_Business_Context,Daily
2017-07-07,Sao Paulo,Email,No Promotion,None,All Customers,0.0,59.78,0.0281,0.1297,0.0259,Simulated_Business_Context,Daily
2017-07-07,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,82.87,0.032,0.0499,0.0377,Simulated_Business_Context,Daily
2017-07-07,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,30.83,0.0409,0.0682,0.0201,Simulated_Business_Context,Daily
2017-07-07,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,146.62,0.0422,0.1125,0.0177,Simulated_Business_Context,Daily
2017-07-07,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,106.98,0.0446,0.0388,0.0348,Simulated_Business_Context,Daily
2017-07-07,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,64.06,0.0218,0.0862,0.0167,Simulated_Business_Context,Daily
2017-07-07,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,90.47,0.0392,0.02,0.0381,Simulated_Business_Context,Daily
2017-07-07,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,42.89,0.0195,0.0546,0.0329,Simulated_Business_Context,Daily
2017-07-07,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,189.21,0.0516,0.0629,0.0274,Simulated_Business_Context,Daily
2017-07-07,Minas Gerais,Social,No Promotion,None,All Customers,0.0,118.36,0.0433,0.1082,0.0193,Simulated_Business_Context,Daily
2017-07-07,Minas Gerais,Email,No Promotion,None,All Customers,0.0,56.11,0.0277,0.0787,0.0306,Simulated_Business_Context,Daily
2017-07-07,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,103.43,0.0483,0.0515,0.0225,Simulated_Business_Context,Daily
2017-07-07,Parana,Organic,No Promotion,None,All Customers,0.0,34.99,0.0389,0.0885,0.0156,Simulated_Business_Context,Daily
2017-07-07,Parana,Paid Search,No Promotion,None,All Customers,0.0,200.82,0.0463,0.0653,0.021,Simulated_Business_Context,Daily
2017-07-07,Parana,Social,No Promotion,None,All Customers,0.0,119.96,0.0224,0.0867,0.0253,Simulated_Business_Context,Daily
2017-07-07,Parana,Email,No Promotion,None,All Customers,0.0,74.05,0.0288,0.0655,0.0164,Simulated_Business_Context,Daily
2017-07-07,Parana,Affiliate,No Promotion,None,All Customers,0.0,78.57,0.027,0.1042,0.0232,Simulated_Business_Context,Daily
2017-07-07,Bahia,Organic,No Promotion,None,All Customers,0.0,38.23,0.0321,0.0697,0.0331,Simulated_Business_Context,Daily
2017-07-07,Bahia,Paid Search,No Promotion,None,All Customers,0.0,215.91,0.0317,0.1153,0.0291,Simulated_Business_Context,Daily
2017-07-07,Bahia,Social,No Promotion,None,All Customers,0.0,141.96,0.0501,0.0578,0.0329,Simulated_Business_Context,Daily
2017-07-07,Bahia,Email,No Promotion,None,All Customers,0.0,67.46,0.0534,0.1047,0.0327,Simulated_Business_Context,Daily
2017-07-07,Bahia,Affiliate,No Promotion,None,All Customers,0.0,104.5,0.025,0.0712,0.0117,Simulated_Business_Context,Daily
2017-07-08,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,45.2,0.0316,0.1123,0.0151,Simulated_Business_Context,Daily
2017-07-08,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,203.92,0.0291,0.0479,0.038,Simulated_Business_Context,Daily
2017-07-08,Sao Paulo,Social,No Promotion,None,All Customers,0.0,122.8,0.0375,0.0808,0.0285,Simulated_Business_Context,Daily
2017-07-08,Sao Paulo,Email,No Promotion,None,All Customers,0.0,92.45,0.0255,0.0697,0.0407,Simulated_Business_Context,Daily
2017-07-08,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,81.38,0.0538,0.092,0.0223,Simulated_Business_Context,Daily
2017-07-08,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,48.67,0.0262,0.0662,0.0422,Simulated_Business_Context,Daily
2017-07-08,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,174.85,0.044,0.056,0.0321,Simulated_Business_Context,Daily
2017-07-08,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,108.36,0.0092,0.0872,0.0183,Simulated_Business_Context,Daily
2017-07-08,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,69.31,0.032,0.0675,0.0247,Simulated_Business_Context,Daily
2017-07-08,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,79.71,0.0125,0.118,0.0171,Simulated_Business_Context,Daily
2017-07-08,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,41.29,0.0311,0.0773,0.0367,Simulated_Business_Context,Daily
2017-07-08,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,186.69,0.0418,0.0869,0.0269,Simulated_Business_Context,Daily
2017-07-08,Minas Gerais,Social,No Promotion,None,All Customers,0.0,176.77,0.0118,0.0738,0.0343,Simulated_Business_Context,Daily
2017-07-08,Minas Gerais,Email,No Promotion,None,All Customers,0.0,87.2,0.0205,0.0906,0.0204,Simulated_Business_Context,Daily
2017-07-08,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,86.56,0.0188,0.0956,0.0137,Simulated_Business_Context,Daily
2017-07-08,Parana,Organic,No Promotion,None,All Customers,0.0,43.18,0.0346,0.1067,0.0164,Simulated_Business_Context,Daily
2017-07-08,Parana,Paid Search,No Promotion,None,All Customers,0.0,152.3,0.0352,0.0868,0.0327,Simulated_Business_Context,Daily
2017-07-08,Parana,Social,No Promotion,None,All Customers,0.0,124.82,0.0447,0.0658,0.0338,Simulated_Business_Context,Daily
2017-07-08,Parana,Email,No Promotion,None,All Customers,0.0,80.59,0.0325,0.0652,0.0316,Simulated_Business_Context,Daily
2017-07-08,Parana,Affiliate,No Promotion,None,All Customers,0.0,74.36,0.0286,0.0517,0.0306,Simulated_Business_Context,Daily
2017-07-08,Bahia,Organic,No Promotion,None,All Customers,0.0,33.59,0.0193,0.0534,0.0217,Simulated_Business_Context,Daily
2017-07-08,Bahia,Paid Search,No Promotion,None,All Customers,0.0,152.53,0.0117,0.0516,0.0301,Simulated_Business_Context,Daily
2017-07-08,Bahia,Social,No Promotion,None,All Customers,0.0,124.93,0.0309,0.1287,0.0246,Simulated_Business_Context,Daily
2017-07-08,Bahia,Email,No Promotion,None,All Customers,0.0,68.08,0.0236,0.1341,0.0207,Simulated_Business_Context,Daily
2017-07-08,Bahia,Affiliate,No Promotion,None,All Customers,0.0,86.96,0.0508,0.0755,0.0254,Simulated_Business_Context,Daily
2017-07-09,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,36.91,0.0317,0.0893,0.0294,Simulated_Business_Context,Daily
2017-07-09,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,145.65,0.0258,0.0648,0.0138,Simulated_Business_Context,Daily
2017-07-09,Sao Paulo,Social,No Promotion,None,All Customers,0.0,85.7,0.0386,0.1035,0.032,Simulated_Business_Context,Daily
2017-07-09,Sao Paulo,Email,No Promotion,None,All Customers,0.0,66.49,0.0321,0.0524,0.0261,Simulated_Business_Context,Daily
2017-07-09,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,79.56,0.0421,0.0795,0.0098,Simulated_Business_Context,Daily
2017-07-09,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,32.62,0.0351,0.0823,0.0138,Simulated_Business_Context,Daily
2017-07-09,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,170.38,0.0357,0.0449,0.0117,Simulated_Business_Context,Daily
2017-07-09,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,120.2,0.0291,0.058,0.0194,Simulated_Business_Context,Daily
2017-07-09,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,71.41,0.0264,0.0818,0.022,Simulated_Business_Context,Daily
2017-07-09,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,99.05,0.0455,0.101,0.0353,Simulated_Business_Context,Daily
2017-07-09,Minas Gerais,Organic,No Promotion,None,All Customers,0.0,35.79,0.0379,0.0692,0.0219,Simulated_Business_Context,Daily
2017-07-09,Minas Gerais,Paid Search,No Promotion,None,All Customers,0.0,179.2,0.0351,0.0974,0.0192,Simulated_Business_Context,Daily
2017-07-09,Minas Gerais,Social,No Promotion,None,All Customers,0.0,109.35,0.0269,0.0852,0.0206,Simulated_Business_Context,Daily
2017-07-09,Minas Gerais,Email,No Promotion,None,All Customers,0.0,66.4,0.0268,0.0926,0.0242,Simulated_Business_Context,Daily
2017-07-09,Minas Gerais,Affiliate,No Promotion,None,All Customers,0.0,79.48,0.0381,0.0696,0.034,Simulated_Business_Context,Daily
2017-07-09,Parana,Organic,No Promotion,None,All Customers,0.0,31.94,0.0328,0.0449,0.0222,Simulated_Business_Context,Daily
2017-07-09,Parana,Paid Search,No Promotion,None,All Customers,0.0,180.62,0.044,0.0992,0.0313,Simulated_Business_Context,Daily
2017-07-09,Parana,Social,No Promotion,None,All Customers,0.0,140.67,0.0244,0.06,0.0372,Simulated_Business_Context,Daily
2017-07-09,Parana,Email,No Promotion,None,All Customers,0.0,64.17,0.0365,0.0671,0.0359,Simulated_Business_Context,Daily
2017-07-09,Parana,Affiliate,No Promotion,None,All Customers,0.0,98.96,0.0377,0.1138,0.0183,Simulated_Business_Context,Daily
2017-07-09,Bahia,Organic,No Promotion,None,All Customers,0.0,36.52,0.0412,0.079,0.0171,Simulated_Business_Context,Daily
2017-07-09,Bahia,Paid Search,No Promotion,None,All Customers,0.0,191.69,0.0385,0.0444,0.026,Simulated_Business_Context,Daily
2017-07-09,Bahia,Social,No Promotion,None,All Customers,0.0,144.41,0.0468,0.045,0.0355,Simulated_Business_Context,Daily
2017-07-09,Bahia,Email,No Promotion,None,All Customers,0.0,69.6,0.0399,0.054,0.0224,Simulated_Business_Context,Daily
2017-07-09,Bahia,Affiliate,No Promotion,None,All Customers,0.0,89.02,0.0382,0.0805,0.0272,Simulated_Business_Context,Daily
2017-07-10,Sao Paulo,Organic,No Promotion,None,All Customers,0.0,37.24,0.0382,0.0685,0.0223,Simulated_Business_Context,Daily
2017-07-10,Sao Paulo,Paid Search,No Promotion,None,All Customers,0.0,208.63,0.058,0.1166,0.0294,Simulated_Business_Context,Daily
2017-07-10,Sao Paulo,Social,No Promotion,None,All Customers,0.0,116.22,0.0446,0.0845,0.013,Simulated_Business_Context,Daily
2017-07-10,Sao Paulo,Email,No Promotion,None,All Customers,0.0,74.14,0.031,0.0517,0.0131,Simulated_Business_Context,Daily
2017-07-10,Sao Paulo,Affiliate,No Promotion,None,All Customers,0.0,102.54,0.0389,0.0508,0.019,Simulated_Business_Context,Daily
2017-07-10,Rio de Janeiro,Organic,No Promotion,None,All Customers,0.0,42.43,0.0245,0.0843,0.0235,Simulated_Business_Context,Daily
2017-07-10,Rio de Janeiro,Paid Search,No Promotion,None,All Customers,0.0,184.97,0.0247,0.0823,0.0263,Simulated_Business_Context,Daily
2017-07-10,Rio de Janeiro,Social,No Promotion,None,All Customers,0.0,156.88,0.0359,0.0886,0.0425,Simulated_Business_Context,Daily
2017-07-10,Rio de Janeiro,Email,No Promotion,None,All Customers,0.0,71.56,0.0273,0.022,0.0298,Simulated_Business_Context,Daily
2017-07-10,Rio de Janeiro,Affiliate,No Promotion,None,All Customers,0.0,102.19,0.0477,0.0871,0.0255,Simulated_Business_Context,Daily
